num_insertions,length_5,length_7
1,0.4150374992788448,0.1202942337177122
5,0.9159357352115256,0.7369655941662066
8,2.184424571137428,2.120294233717712
15,2.0892673380970876,2.39592867633114
16,2.473931188332413,2.673931188332413
32,2.120294233717712,2.643856189774725
